Cache Name, Trace File, Total Off-Node Memory Usage, Total Accesses, DRAM Accesses, Overall latency, #NFM nodes, #Backing Store nodes, NFM Utilization, Backing Store Utilization, NFM Hit Rate, Backing Store Hit Rate, NFM hits, Backing Store hits, NFM Misses, Backing Store Misses, Cluster Candidates Created, Candidate Promotion Rate
OCS cache with random conservative replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,0,0,1000000,TODO,0,0,-nan,-nan,0,0,0,0,0,0,0,0
OCS cache with random liberal replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,0,0,1000000,TODO,0,0,-nan,-nan,0,0,0,0,0,0,0,0
OCS cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,0,0,1000000,TODO,0,0,-nan,-nan,0,0,0,0,0,0,0,0
Pure Far-Memory Cache with random replacement,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,987136,1000412,0,TODO,0,241,0,0.999777,0,0.830549,0,830706,0,169483,0,0
Far Memory cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,987136,1000412,0,TODO,0,241,0,0.999818,0,0.837429,0,837622,0,162608,0,0
