Cache Name, Trace File, Total Off-Node Memory Usage, Total Accesses, DRAM Accesses, Overall latency, #NFM nodes, #Backing Store nodes, NFM Utilization, Backing Store Utilization, NFM Hit Rate, Backing Store Hit Rate, NFM hits, Backing Store hits, NFM Misses, Backing Store Misses, Cluster Candidates Created, Candidate Promotion Rate
OCS cache with random conservative replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_equijoin_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1060864,686489,471083,TODO,24,211,0.294582,0.556937,0.64434,0.786949,130303,300875,71924,81456,61093,0.000392844
OCS cache with random liberal replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_equijoin_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1314816,818600,471083,TODO,65,191,0.339453,0.398468,0.484831,0.762663,134723,248770,143153,77416,162473,0.000400066
OCS cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_equijoin_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1323008,1020536,471083,TODO,57,209,0.535449,0.358542,0.242901,0.7861,132732,287638,413713,78267,170564,0.000334185
Pure Far-Memory Cache with random replacement,/tmp/db-ubmark-trace/query_equijoin_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,958464,1002083,0,TODO,0,234,0,0.998831,0,0.818448,0,819194,0,181718,0,0
Far Memory cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_equijoin_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,958464,1002083,0,TODO,0,234,0,0.99901,0,0.824968,0,825868,0,175223,0,0
