Cache Name, Trace File, Total Off-Node Memory Usage, Total Accesses, DRAM Accesses, Overall latency, #NFM nodes, #Backing Store nodes, NFM Utilization, Backing Store Utilization, NFM Hit Rate, Backing Store Hit Rate, NFM hits, Backing Store hits, NFM Misses, Backing Store Misses, Cluster Candidates Created, Candidate Promotion Rate
OCS cache with conservative clustering and random replacement for both NFM and backing stores,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,1060864,1111233,463757,TODO,22,215,0.196426,0.339751,0.795446,0.792927,173626,299364,44649,78179,59031,0.000372686
OCS cache with liberal clustering and random replacement for both NFM and backing stores,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,1351680,1246846,463757,TODO,68,194,0.225225,0.254998,0.579889,0.766062,162845,243564,117976,74379,157179,0.000432628
OCS cache with conservative clustering and clock replacement for both NFM and backing stores,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,1150976,1195898,463757,TODO,33,215,0.192934,0.309225,0.597328,0.79694,137821,294710,92908,75092,58744,0.000561759
OCS cache with liberal clustering and clock replacement for both NFM and backing stores,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,1351680,1246836,463757,TODO,68,194,0.226445,0.25445,0.584919,0.77321,165146,245307,117194,71951,156894,0.000433414
Pure Far-Memory Cache with random replacement,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,954368,1000308,463757,TODO,0,233,0,0.536219,0,0.78292,0,419946,0,116438,0,0
Pure Far-Memory Cache with clock replacement,/tmp/db-ubmark-trace/query_single-column_aggregation_group_by_scale_1_rngseed_0_catalog_sales_ubmark_10000_n2-standard-16.csv,954368,1000308,463757,TODO,0,233,0,0.536253,0,0.793864,0,425843,0,110575,0,0
