Cache Name, Trace File, Total Off-Node Memory Usage, Total Accesses, DRAM Accesses, Overall latency, #NFM nodes, #Backing Store nodes, NFM Utilization, Backing Store Utilization, NFM Hit Rate, Backing Store Hit Rate, NFM hits, Backing Store hits, NFM Misses, Backing Store Misses, Cluster Candidates Created, Candidate Promotion Rate
OCS cache with random conservative replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_range_scan_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1097728,699166,468981,TODO,28,212,0.303135,0.545889,0.617631,0.788095,130902,300790,81040,80877,60565,0.000462313
OCS cache with random liberal replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_range_scan_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1306624,822614,468981,TODO,64,191,0.336409,0.394943,0.489877,0.762766,135566,247812,141169,77074,161345,0.000396666
OCS cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_range_scan_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,1363968,1040442,468981,TODO,61,211,0.534655,0.350517,0.250821,0.787067,139526,287038,416751,77655,169645,0.000359574
Pure Far-Memory Cache with random replacement,/tmp/db-ubmark-trace/query_range_scan_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,966656,1000444,0,TODO,0,236,0,0.999683,0,0.822341,0,822445,0,177682,0,0
Far Memory cache with clock replacement for both NFM and backing store,/tmp/db-ubmark-trace/query_range_scan_scale_1_rngseed_0_catalog_sales_ubmark_1000_n2-standard-16.csv,966656,1000444,0,TODO,0,236,0,0.999701,0,0.828818,0,828938,0,171207,0,0
